0,2015-6-14 21:0:48,2.0,17.0,4.0,10.0,15.0,9.0,10.0,2.0,15.0,12.0,9.0,17.0,10.0,15.0,10.0,14.0,18.0,3.0,12.0,14.0,5.0,12.0,19.0,20.0,12.0,17.0,15.0,13.0,17.0,13.0,12.0,12.0,4.0,11.0,11.0,3.0,18.0,4.0,15.0,13.0,13.0,3.0,9.0,4.0,10.0,18.0,18.0,12.0,15.0,3.0,3.0,10.0,18.0,14.0,4.0,4.0,12.0,20.0,17.0,15.0,12.0,11.0,16.0,14.0,19.0,12.0,3.0,16.0,19.0,16.0,20.0,14.0,11.0,10.0,13.0,1.0,
0,2015-6-14 21:0:51,2.0,17.0,4.0,10.0,15.0,9.0,10.0,2.0,15.0,12.0,9.0,17.0,10.0,15.0,10.0,14.0,18.0,3.0,12.0,14.0,5.0,12.0,19.0,20.0,12.0,17.0,15.0,13.0,17.0,13.0,12.0,12.0,4.0,11.0,11.0,3.0,18.0,4.0,15.0,13.0,13.0,3.0,9.0,4.0,10.0,18.0,18.0,12.0,15.0,3.0,3.0,10.0,18.0,14.0,4.0,4.0,12.0,20.0,17.0,15.0,12.0,11.0,16.0,14.0,19.0,12.0,3.0,16.0,19.0,16.0,20.0,14.0,11.0,10.0,13.0,1.0,
0,2015-6-14 21:0:53,2.0,17.0,4.0,10.0,15.0,9.0,10.0,2.0,15.0,12.0,9.0,17.0,10.0,15.0,10.0,14.0,18.0,3.0,12.0,14.0,5.0,12.0,19.0,20.0,12.0,17.0,15.0,13.0,17.0,13.0,12.0,12.0,4.0,11.0,11.0,3.0,18.0,4.0,15.0,13.0,13.0,3.0,9.0,4.0,10.0,18.0,18.0,12.0,15.0,3.0,3.0,10.0,18.0,14.0,4.0,4.0,12.0,20.0,17.0,15.0,12.0,11.0,16.0,14.0,19.0,12.0,3.0,16.0,19.0,16.0,20.0,14.0,11.0,10.0,13.0,1.0,
0,2015-6-14 21:1:7,2.0,19.0,12.0,10.0,17.0,10.0,10.0,3.0,17.0,14.0,10.0,18.0,11.0,16.0,11.0,16.0,19.0,2.0,12.0,16.0,10.0,12.0,21.0,21.0,12.0,20.0,17.0,13.0,19.0,15.0,12.0,12.0,10.0,11.0,12.0,9.0,21.0,9.0,16.0,14.0,13.0,3.0,9.0,9.0,10.0,20.0,20.0,15.0,16.0,4.0,5.0,9.0,21.0,13.0,12.0,12.0,17.0,17.0,18.0,15.0,10.0,13.0,18.0,16.0,20.0,13.0,9.0,18.0,21.0,17.0,21.0,15.0,10.0,10.0,14.0,0.0,
0,2015-6-14 21:1:8,2.0,19.0,12.0,10.0,17.0,10.0,10.0,3.0,17.0,14.0,10.0,18.0,11.0,16.0,11.0,16.0,19.0,2.0,12.0,16.0,10.0,12.0,21.0,21.0,12.0,20.0,17.0,13.0,19.0,15.0,12.0,12.0,10.0,11.0,12.0,9.0,21.0,9.0,16.0,14.0,13.0,3.0,9.0,9.0,10.0,20.0,20.0,15.0,16.0,4.0,5.0,9.0,21.0,13.0,12.0,12.0,17.0,17.0,18.0,15.0,10.0,13.0,18.0,16.0,20.0,13.0,9.0,18.0,21.0,17.0,21.0,15.0,10.0,10.0,14.0,0.0,
0,2015-6-14 21:1:9,2.0,19.0,12.0,10.0,17.0,10.0,10.0,3.0,17.0,14.0,10.0,18.0,11.0,16.0,11.0,16.0,19.0,2.0,12.0,16.0,10.0,12.0,21.0,21.0,12.0,20.0,17.0,13.0,19.0,15.0,12.0,12.0,10.0,11.0,12.0,9.0,21.0,9.0,16.0,14.0,13.0,3.0,9.0,9.0,10.0,20.0,20.0,15.0,16.0,4.0,5.0,9.0,21.0,13.0,12.0,12.0,17.0,17.0,18.0,15.0,10.0,13.0,18.0,16.0,20.0,13.0,9.0,18.0,21.0,17.0,21.0,15.0,10.0,10.0,14.0,0.0,
0,2015-6-14 21:1:10,2.0,19.0,12.0,10.0,17.0,10.0,10.0,3.0,17.0,14.0,10.0,18.0,11.0,16.0,11.0,16.0,19.0,2.0,12.0,16.0,10.0,12.0,21.0,21.0,12.0,20.0,17.0,13.0,19.0,15.0,12.0,12.0,10.0,11.0,12.0,9.0,21.0,9.0,16.0,14.0,13.0,3.0,9.0,9.0,10.0,20.0,20.0,15.0,16.0,4.0,5.0,9.0,21.0,13.0,12.0,12.0,17.0,17.0,18.0,15.0,10.0,13.0,18.0,16.0,20.0,13.0,9.0,18.0,21.0,17.0,21.0,15.0,10.0,10.0,14.0,0.0,
0,2015-6-14 21:1:12,2.0,19.0,12.0,10.0,17.0,10.0,10.0,3.0,17.0,14.0,10.0,18.0,11.0,16.0,11.0,16.0,19.0,2.0,12.0,16.0,10.0,12.0,21.0,21.0,12.0,20.0,17.0,13.0,19.0,15.0,12.0,12.0,10.0,11.0,12.0,9.0,21.0,9.0,16.0,14.0,13.0,3.0,9.0,9.0,10.0,20.0,20.0,15.0,16.0,4.0,5.0,9.0,21.0,13.0,12.0,12.0,17.0,17.0,18.0,15.0,10.0,13.0,18.0,16.0,20.0,13.0,9.0,18.0,21.0,17.0,21.0,15.0,10.0,10.0,14.0,0.0,
0,2015-6-14 21:2:1,2.0,17.0,7.0,5.0,16.0,5.0,5.0,3.0,16.0,13.0,5.0,17.0,5.0,16.0,6.0,15.0,19.0,3.0,8.0,15.0,6.0,8.0,19.0,20.0,8.0,17.0,15.0,8.0,17.0,13.0,9.0,9.0,6.0,7.0,8.0,5.0,20.0,6.0,17.0,14.0,13.0,4.0,6.0,5.0,6.0,19.0,19.0,13.0,15.0,3.0,2.0,6.0,18.0,8.0,18.0,15.0,22.0,22.0,18.0,14.0,7.0,7.0,16.0,14.0,20.0,8.0,6.0,16.0,20.0,16.0,20.0,14.0,7.0,5.0,13.0,0.0,
0,2015-6-14 21:3:7,1.0,12.0,3.0,6.0,13.0,6.0,7.0,2.0,11.0,9.0,5.0,13.0,8.0,11.0,8.0,13.0,14.0,2.0,8.0,11.0,5.0,7.0,14.0,16.0,6.0,12.0,12.0,7.0,13.0,10.0,9.0,9.0,5.0,8.0,8.0,4.0,15.0,4.0,12.0,9.0,8.0,3.0,6.0,4.0,7.0,15.0,15.0,9.0,11.0,3.0,3.0,5.0,14.0,7.0,4.0,4.0,9.0,10.0,13.0,10.0,7.0,8.0,14.0,10.0,16.0,8.0,5.0,12.0,15.0,12.0,16.0,10.0,6.0,4.0,9.0,0.0,
0,2015-6-14 21:3:41,3.0,19.0,11.0,12.0,17.0,12.0,12.0,3.0,16.0,15.0,10.0,19.0,12.0,16.0,14.0,15.0,20.0,3.0,13.0,15.0,8.0,11.0,21.0,22.0,11.0,21.0,18.0,9.0,19.0,16.0,14.0,14.0,9.0,13.0,14.0,10.0,22.0,9.0,17.0,15.0,14.0,9.0,12.0,9.0,13.0,21.0,21.0,15.0,16.0,4.0,3.0,12.0,20.0,14.0,9.0,9.0,15.0,15.0,19.0,15.0,11.0,13.0,19.0,16.0,22.0,14.0,11.0,17.0,22.0,18.0,22.0,18.0,11.0,10.0,17.0,1.0,
0,2015-6-14 21:3:52,1.0,15.0,3.0,7.0,14.0,7.0,7.0,2.0,13.0,11.0,5.0,15.0,7.0,13.0,10.0,13.0,16.0,2.0,8.0,12.0,6.0,6.0,17.0,18.0,6.0,16.0,14.0,8.0,16.0,12.0,8.0,10.0,5.0,7.0,10.0,4.0,18.0,4.0,14.0,11.0,10.0,4.0,7.0,3.0,7.0,17.0,17.0,11.0,13.0,2.0,2.0,6.0,16.0,8.0,4.0,3.0,11.0,12.0,16.0,13.0,6.0,10.0,15.0,12.0,17.0,10.0,4.0,15.0,18.0,14.0,18.0,12.0,6.0,5.0,11.0,0.0,
0,2015-6-14 21:4:2,7.0,13.0,6.0,12.0,12.0,10.0,10.0,6.0,10.0,9.0,10.0,13.0,12.0,10.0,12.0,10.0,15.0,7.0,13.0,10.0,9.0,11.0,14.0,16.0,12.0,13.0,17.0,11.0,13.0,14.0,12.0,14.0,8.0,12.0,13.0,8.0,15.0,8.0,11.0,10.0,12.0,7.0,9.0,7.0,11.0,16.0,16.0,13.0,10.0,7.0,7.0,10.0,14.0,13.0,8.0,8.0,13.0,10.0,14.0,10.0,9.0,12.0,12.0,11.0,15.0,13.0,9.0,11.0,15.0,12.0,16.0,10.0,9.0,8.0,13.0,1.0,
