2014-11-05 11:48:06,0,2
2014-11-05 11:46:06,0,2
2014-11-05 11:44:06,0,2
2014-11-05 11:42:06,0,2
2014-11-05 11:40:06,0,2
2014-11-05 11:38:06,0,2
2014-11-05 11:36:06,0,2
2014-11-05 11:34:06,0,2
2014-11-05 11:32:06,0,2
2014-11-05 11:30:06,0,2
2014-11-05 11:28:07,0,2
2014-11-05 11:26:06,0,2
2014-11-05 11:24:07,0,2
2014-11-05 11:22:06,0,2
2014-11-05 11:20:07,0,2
2014-11-05 11:18:06,0,2
2014-11-05 11:16:07,0,2
2014-11-05 11:14:06,0,2
2014-11-05 11:12:06,0,2
2014-11-05 11:10:06,0,2
2014-11-05 11:08:06,0,2
2014-11-05 11:06:06,0,2
2014-11-05 11:04:06,0,2
2014-11-05 11:02:06,0,2
2014-11-05 11:00:06,0,2
2014-11-05 10:58:06,0,2
2014-11-05 10:56:06,0,2
2014-11-05 10:54:07,0,2
2014-11-05 10:52:06,0,2
2014-11-05 10:50:06,0,2
